VCam-Ascii-Data
0 0.000000 0.000000 0.000000
2 2
0
x
cos(x)
100 0
x
-3.141592654
3.141592654
-3.141593 -1.000000
-3.078126 -0.997987
-3.014660 -0.991955
-2.951193 -0.981929
-2.887727 -0.967949
-2.824260 -0.950071
-2.760794 -0.928368
-2.697327 -0.902927
-2.633861 -0.873849
-2.570394 -0.841254
-2.506927 -0.805270
-2.443461 -0.766044
-2.379994 -0.723734
-2.316528 -0.678509
-2.253061 -0.630553
-2.189595 -0.580057
-2.126128 -0.527225
-2.062662 -0.472271
-1.999195 -0.415415
-1.935729 -0.356886
-1.872262 -0.296920
-1.808796 -0.235759
-1.745329 -0.173648
-1.681863 -0.110838
-1.618396 -0.047582
-1.554930 0.015866
-1.491463 0.079250
-1.427997 0.142315
-1.364530 0.204807
-1.301064 0.266474
-1.237597 0.327068
-1.174131 0.386345
-1.110664 0.444067
-1.047198 0.500000
-0.983731 0.553920
-0.920265 0.605610
-0.856798 0.654861
-0.793331 0.701475
-0.729865 0.745264
-0.666398 0.786053
-0.602932 0.823677
-0.539465 0.857983
-0.475999 0.888835
-0.412532 0.916108
-0.349066 0.939693
-0.285599 0.959493
-0.222133 0.975430
-0.158666 0.987439
-0.095200 0.995472
-0.031733 0.999497
0.031733 0.999497
0.095200 0.995472
0.158666 0.987439
0.222133 0.975430
0.285599 0.959493
0.349066 0.939693
0.412532 0.916108
0.475999 0.888835
0.539465 0.857983
0.602932 0.823677
0.666398 0.786053
0.729865 0.745264
0.793331 0.701475
0.856798 0.654861
0.920265 0.605610
0.983731 0.553920
1.047198 0.500000
1.110664 0.444067
1.174131 0.386345
1.237597 0.327068
1.301064 0.266474
1.364530 0.204807
1.427997 0.142315
1.491463 0.079250
1.554930 0.015866
1.618396 -0.047582
1.681863 -0.110838
1.745329 -0.173648
1.808796 -0.235759
1.872262 -0.296920
1.935729 -0.356886
1.999195 -0.415415
2.062662 -0.472271
2.126128 -0.527225
2.189595 -0.580057
2.253061 -0.630553
2.316528 -0.678509
2.379994 -0.723734
2.443461 -0.766044
2.506927 -0.805270
2.570394 -0.841254
2.633861 -0.873849
2.697327 -0.902927
2.760794 -0.928368
2.824260 -0.950071
2.887727 -0.967949
2.951193 -0.981929
3.014660 -0.991955
3.078126 -0.997987
3.141593 -1.000000
0
x
sin(x)
100 0
x
-3.141592654
3.141592654
-3.141593 -0.000000
-3.078126 -0.063424
-3.014660 -0.126592
-2.951193 -0.189251
-2.887727 -0.251148
-2.824260 -0.312033
-2.760794 -0.371662
-2.697327 -0.429795
-2.633861 -0.486197
-2.570394 -0.540641
-2.506927 -0.592908
-2.443461 -0.642788
-2.379994 -0.690079
-2.316528 -0.734592
-2.253061 -0.776146
-2.189595 -0.814576
-2.126128 -0.849725
-2.062662 -0.881453
-1.999195 -0.909632
-1.935729 -0.934148
-1.872262 -0.954902
-1.808796 -0.971812
-1.745329 -0.984808
-1.681863 -0.993838
-1.618396 -0.998867
-1.554930 -0.999874
-1.491463 -0.996855
-1.427997 -0.989821
-1.364530 -0.978802
-1.301064 -0.963842
-1.237597 -0.945001
-1.174131 -0.922354
-1.110664 -0.895994
-1.047198 -0.866025
-0.983731 -0.832570
-0.920265 -0.795762
-0.856798 -0.755750
-0.793331 -0.712694
-0.729865 -0.666769
-0.666398 -0.618159
-0.602932 -0.567060
-0.539465 -0.513677
-0.475999 -0.458227
-0.412532 -0.400931
-0.349066 -0.342020
-0.285599 -0.281733
-0.222133 -0.220311
-0.158666 -0.158001
-0.095200 -0.095056
-0.031733 -0.031728
0.031733 0.031728
0.095200 0.095056
0.158666 0.158001
0.222133 0.220311
0.285599 0.281733
0.349066 0.342020
0.412532 0.400931
0.475999 0.458227
0.539465 0.513677
0.602932 0.567060
0.666398 0.618159
0.729865 0.666769
0.793331 0.712694
0.856798 0.755750
0.920265 0.795762
0.983731 0.832570
1.047198 0.866025
1.110664 0.895994
1.174131 0.922354
1.237597 0.945001
1.301064 0.963842
1.364530 0.978802
1.427997 0.989821
1.491463 0.996855
1.554930 0.999874
1.618396 0.998867
1.681863 0.993838
1.745329 0.984808
1.808796 0.971812
1.872262 0.954902
1.935729 0.934148
1.999195 0.909632
2.062662 0.881453
2.126128 0.849725
2.189595 0.814576
2.253061 0.776146
2.316528 0.734592
2.379994 0.690079
2.443461 0.642788
2.506927 0.592908
2.570394 0.540641
2.633861 0.486197
2.697327 0.429795
2.760794 0.371662
2.824260 0.312033
2.887727 0.251148
2.951193 0.189251
3.014660 0.126592
3.078126 0.063424
3.141593 0.000000
